Age,Working Class,Education,Marital Status,Occupation,Gender,Capital Gain,Capital Loss,Hour per Week,Salary
39,Entrepreneur,Senior High School,Married,Sales,Male,0.0,26418000.0,46.0,>7jt
39,Local Government,Master,Divorced,Specialist,Female,0.0,0.0,40.0,<=7jt
41,Entrepreneur,Senior High School,Divorced,Household Assistant,Female,0.0,0.0,40.0,<=7jt
33,Entrepreneur,Senior High School,Married,Executive Manager,Male,0.0,0.0,40.0,<=7jt
44,Entrepreneur,Master,Married,Executive Manager,Male,0.0,0.0,40.0,>7jt
53,Country Government,Senior High School,Married,Executive Manager,Female,210336000.0,0.0,40.0,>7jt
35,Entrepreneur,Junior High School,Married,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
48,Country Government,Bachelor,Married,Executive Manager,Male,0.0,0.0,38.0,>7jt
41,Entrepreneur,Senior High School,Married,Cleaning Service,Male,0.0,0.0,40.0,<=7jt
28,Entrepreneur,Senior High School,Divorced,Driver,Female,0.0,0.0,20.0,<=7jt
73,Non-Corporate Freelance,Senior High School,Widowed,Handicraft Refinement,Male,0.0,0.0,24.0,<=7jt
43,Entrepreneur,Senior High School,Married,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
38,Local Government,Bachelor,Married,Executive Manager,Male,0.0,0.0,40.0,>7jt
53,Entrepreneur,Bachelor,Divorced,Executive Manager,Male,0.0,0.0,50.0,<=7jt
56,Entrepreneur,Senior High School,Married,Handicraft Refinement,Male,0.0,0.0,40.0,>7jt
60,Non-Corporate Freelance,Junior High School,Married,Farmer,Male,0.0,23408000.0,84.0,<=7jt
61,Entrepreneur,Senior High School,Divorced,Religious Leader,Female,0.0,0.0,35.0,<=7jt
22,Entrepreneur,Bachelor,Single,Other Services,Male,0.0,0.0,35.0,<=7jt
72,Entrepreneur,Senior High School,Married,Religious Leader,Male,0.0,0.0,30.0,<=7jt
35,Entrepreneur,Senior High School,Divorced,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
44,Local Government,Senior High School,Married,Other Services,Female,0.0,0.0,38.0,>7jt
23,Entrepreneur,Associate Degree,Single,Religious Leader,Female,0.0,0.0,36.0,<=7jt
37,Entrepreneur,Senior High School,Married,Driver,Male,0.0,0.0,40.0,<=7jt
39,Entrepreneur,Senior High School,Widowed,Machinery Supervisor,Female,0.0,0.0,40.0,<=7jt
33,Entrepreneur,Senior High School,Single,Other Services,Female,0.0,0.0,35.0,<=7jt
29,Entrepreneur,Associate Degree,Single,Specialist,Male,0.0,0.0,40.0,<=7jt
43,Local Government,Senior High School,Divorced,Security,Female,0.0,0.0,40.0,<=7jt
35,Other,Associate Degree,Married,Other Services,Male,0.0,0.0,15.0,<=7jt
18,Entrepreneur,Senior High School,Married,Cleaning Service,Male,0.0,0.0,40.0,<=7jt
47,Non-Corporate Freelance,Senior High School,Married,Executive Manager,Male,0.0,0.0,25.0,<=7jt
75,Entrepreneur,Senior High School,Married,Handicraft Refinement,Male,0.0,0.0,20.0,<=7jt
20,State Government,Senior High School,Single,Religious Leader,Female,0.0,0.0,40.0,<=7jt
43,Entrepreneur,Associate Degree,Single,Sales,Male,0.0,0.0,40.0,<=7jt
28,Entrepreneur,Bachelor,Single,Religious Leader,Male,0.0,0.0,21.0,<=7jt
31,Entrepreneur,Elementary School,Married,Machinery Supervisor,Male,0.0,0.0,40.0,<=7jt
31,Entrepreneur,Senior High School,Single,Sales,Female,0.0,0.0,25.0,<=7jt
22,Entrepreneur,Senior High School,Single,Religious Leader,Female,0.0,0.0,55.0,<=7jt
33,Entrepreneur,Senior High School,Single,Cleaning Service,Male,0.0,0.0,40.0,<=7jt
31,State Government,Associate Degree,Married,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
35,Non-Corporate Freelance,Bachelor,Single,Specialist,Female,0.0,0.0,40.0,<=7jt
35,Entrepreneur,Senior High School,Single,Handicraft Refinement,Female,0.0,0.0,40.0,<=7jt
36,Non-Corporate Freelance,Bachelor,Single,Specialist,Female,0.0,0.0,30.0,<=7jt
51,Entrepreneur,Senior High School,Divorced,Religious Leader,Female,0.0,0.0,43.0,<=7jt
52,Entrepreneur,Senior High School,Married,Other Services,Male,0.0,0.0,40.0,<=7jt
50,Entrepreneur,Senior High School,Married,Machinery Supervisor,Male,0.0,0.0,40.0,<=7jt
40,Non-Corporate Freelance,Elementary School,Married,Handicraft Refinement,Male,0.0,0.0,8.0,<=7jt
46,Corporate Freelance,Professional School,Married,Specialist,Male,0.0,0.0,50.0,>7jt
39,Entrepreneur,Senior High School,Single,Handicraft Refinement,Male,0.0,0.0,60.0,<=7jt
31,Entrepreneur,Bachelor,Single,Executive Manager,Male,0.0,0.0,40.0,<=7jt
47,Entrepreneur,Doctoral,Married,Specialist,Male,0.0,0.0,40.0,>7jt
31,Entrepreneur,Bachelor,Married,Specialist,Male,0.0,0.0,60.0,>7jt
45,Non-Corporate Freelance,Senior High School,Married,Handicraft Refinement,Male,0.0,0.0,35.0,<=7jt
28,Non-Corporate Freelance,Senior High School,Single,Handicraft Refinement,Male,0.0,0.0,55.0,<=7jt
34,Entrepreneur,Senior High School,Single,Driver,Male,0.0,0.0,80.0,<=7jt
25,Entrepreneur,Bachelor,Single,Specialist,Male,51436000.0,0.0,30.0,<=7jt
35,Entrepreneur,Senior High School,Single,Other Services,Male,0.0,0.0,30.0,<=7jt
52,Entrepreneur,Bachelor,Married,Specialist,Male,0.0,26628000.0,40.0,>7jt
64,Entrepreneur,Senior High School,Married,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
58,Non-Corporate Freelance,Senior High School,Married,Cleaning Service,Male,0.0,0.0,40.0,<=7jt
58,Entrepreneur,Senior High School,Single,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
42,Other,Senior High School,Married,Other Services,Male,0.0,0.0,60.0,<=7jt
32,Entrepreneur,Senior High School,Single,Driver,Female,0.0,0.0,35.0,<=7jt
21,Entrepreneur,Associate Degree,Single,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
44,Non-Corporate Freelance,Professional School,Married,Specialist,Male,0.0,0.0,60.0,<=7jt
58,Entrepreneur,Master,Married,Specialist,Male,0.0,0.0,35.0,>7jt
36,Entrepreneur,Senior High School,Divorced,Executive Manager,Male,0.0,0.0,45.0,<=7jt
33,Entrepreneur,Senior High School,Married,Other Services,Male,0.0,0.0,36.0,<=7jt
55,Entrepreneur,Senior High School,Married,Driver,Male,0.0,0.0,50.0,<=7jt
48,Entrepreneur,Bachelor,Married,Executive Manager,Male,0.0,0.0,40.0,>7jt
22,Other,Bachelor,Single,Other Services,Female,0.0,0.0,23.0,<=7jt
45,Entrepreneur,Bachelor,Married,Executive Manager,Male,0.0,0.0,40.0,>7jt
52,Entrepreneur,Senior High School,Married,Sales,Male,102172000.0,0.0,50.0,>7jt
36,Entrepreneur,Senior High School,Single,Religious Leader,Female,0.0,0.0,40.0,<=7jt
34,Corporate Freelance,Senior High School,Married,Handicraft Refinement,Male,0.0,0.0,54.0,>7jt
32,Entrepreneur,Senior High School,Divorced,Machinery Supervisor,Male,0.0,0.0,50.0,<=7jt
22,Entrepreneur,Senior High School,Single,Other Services,Female,0.0,0.0,15.0,<=7jt
66,Country Government,Senior High School,Married,Executive Manager,Male,0.0,25550000.0,40.0,>7jt
38,Entrepreneur,Senior High School,Married,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
42,Non-Corporate Freelance,Bachelor,Married,Specialist,Male,0.0,0.0,52.0,>7jt
50,Local Government,Master,Married,Religious Leader,Female,0.0,33810000.0,50.0,>7jt
27,Local Government,Bachelor,Single,Specialist,Female,46550000.0,0.0,43.0,<=7jt
30,Entrepreneur,Senior High School,Separated,Farmer,Female,0.0,0.0,14.0,<=7jt
58,Entrepreneur,Master,Married,Executive Manager,Male,210336000.0,0.0,40.0,>7jt
35,Entrepreneur,Bachelor,Single,Specialist,Female,0.0,0.0,40.0,>7jt
62,Other,Senior High School,Married,Other Services,Male,0.0,0.0,24.0,<=7jt
60,Entrepreneur,Master,Married,Religious Leader,Male,0.0,0.0,50.0,>7jt
54,Entrepreneur,Senior High School,Married,Sales,Male,0.0,0.0,44.0,<=7jt
65,Other,Senior High School,Widowed,Other Services,Male,0.0,0.0,40.0,<=7jt
17,Entrepreneur,Senior High School,Single,Cleaning Service,Male,0.0,0.0,20.0,<=7jt
21,Entrepreneur,Elementary School,Single,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
36,Entrepreneur,Master,Married,Executive Manager,Male,0.0,0.0,35.0,<=7jt
67,Entrepreneur,Senior High School,Married,Driver,Male,0.0,0.0,16.0,<=7jt
28,Entrepreneur,Senior High School,Single,Cleaning Service,Male,0.0,0.0,40.0,<=7jt
24,Entrepreneur,Senior High School,Single,Sales,Male,0.0,0.0,35.0,<=7jt
60,Corporate Freelance,Junior High School,Married,Sales,Male,0.0,0.0,60.0,<=7jt
40,Other,Junior High School,Divorced,Other Services,Female,0.0,0.0,5.0,<=7jt
39,Entrepreneur,Senior High School,Single,Specialist,Female,0.0,0.0,30.0,<=7jt
17,Entrepreneur,Senior High School,Single,Sales,Female,0.0,0.0,30.0,<=7jt
33,Entrepreneur,Bachelor,Married,Religious Leader,Male,0.0,26628000.0,45.0,>7jt
21,Entrepreneur,Senior High School,Single,Farmer,Male,0.0,0.0,40.0,<=7jt
30,Entrepreneur,Associate Degree,Married,Machinery Supervisor,Male,0.0,0.0,40.0,>7jt
72,Non-Corporate Freelance,Bachelor,Married,Executive Manager,Male,0.0,0.0,40.0,<=7jt
38,Entrepreneur,Senior High School,Married,Executive Manager,Male,0.0,0.0,44.0,>7jt
38,Non-Corporate Freelance,Senior High School,Separated,Machinery Supervisor,Male,0.0,0.0,40.0,<=7jt
31,State Government,Senior High School,Single,Machinery Supervisor,Female,0.0,0.0,40.0,<=7jt
31,Local Government,Bachelor,Single,Handicraft Refinement,Male,120596000.0,0.0,40.0,>7jt
43,Non-Corporate Freelance,Bachelor,Single,Sales,Male,0.0,0.0,35.0,<=7jt
44,Entrepreneur,Bachelor,Married,Specialist,Male,0.0,0.0,45.0,>7jt
54,Non-Corporate Freelance,Bachelor,Married,Sales,Male,0.0,0.0,40.0,<=7jt
34,Entrepreneur,Junior High School,Single,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
76,Other,Senior High School,Widowed,Other Services,Female,0.0,0.0,2.0,<=7jt
17,Entrepreneur,Junior High School,Single,Handicraft Refinement,Male,0.0,0.0,45.0,<=7jt
39,Country Government,Bachelor,Married,Specialist,Male,0.0,0.0,40.0,<=7jt
29,Country Government,Associate Degree,Single,Tech Support,Male,0.0,0.0,45.0,<=7jt
60,Non-Corporate Freelance,Senior High School,Married,Sales,Male,0.0,0.0,60.0,<=7jt
67,Entrepreneur,Master,Married,Sales,Male,0.0,0.0,30.0,>7jt
50,Entrepreneur,Senior High School,Widowed,Machinery Supervisor,Female,0.0,0.0,40.0,<=7jt
41,Corporate Freelance,Senior High School,Separated,Executive Manager,Male,0.0,0.0,40.0,<=7jt
26,Entrepreneur,Senior High School,Single,Cleaning Service,Male,0.0,0.0,40.0,<=7jt
38,Entrepreneur,Senior High School,Married,Handicraft Refinement,Male,0.0,0.0,45.0,<=7jt
26,Other,Senior High School,Single,Other Services,Female,0.0,0.0,40.0,<=7jt
22,Entrepreneur,Associate Degree,Single,Executive Manager,Male,0.0,0.0,40.0,<=7jt
52,Entrepreneur,Associate Degree,Married,Specialist,Male,0.0,0.0,40.0,<=7jt
48,Entrepreneur,Associate Degree,Married,Executive Manager,Male,0.0,0.0,43.0,>7jt
29,Entrepreneur,Associate Degree,Single,Machinery Supervisor,Male,0.0,0.0,40.0,<=7jt
35,Entrepreneur,Associate Degree,Divorced,Handicraft Refinement,Male,0.0,0.0,50.0,<=7jt
27,Local Government,Associate Degree,Single,Specialist,Female,0.0,0.0,40.0,<=7jt
23,Entrepreneur,Associate Degree,Single,Other Services,Male,0.0,0.0,44.0,<=7jt
45,Local Government,Senior High School,Married,Other Services,Male,0.0,0.0,50.0,<=7jt
22,Local Government,Bachelor,Single,Specialist,Female,0.0,0.0,20.0,<=7jt
55,Entrepreneur,Senior High School,Separated,Religious Leader,Female,0.0,0.0,40.0,>7jt
34,Non-Corporate Freelance,Senior High School,Married,Sales,Female,0.0,0.0,30.0,<=7jt
41,Entrepreneur,Senior High School,Widowed,Executive Manager,Male,12796000.0,0.0,40.0,<=7jt
51,Non-Corporate Freelance,Senior High School,Married,Driver,Male,0.0,0.0,65.0,<=7jt
55,Entrepreneur,Associate Degree,Divorced,Other Services,Female,0.0,0.0,52.0,<=7jt
18,Other,Senior High School,Single,Other Services,Male,0.0,0.0,40.0,<=7jt
51,Entrepreneur,Senior High School,Widowed,Sales,Female,0.0,0.0,40.0,<=7jt
18,Entrepreneur,Junior High School,Single,Machinery Supervisor,Male,0.0,0.0,40.0,<=7jt
36,Entrepreneur,Bachelor,Married,Religious Leader,Male,0.0,0.0,40.0,>7jt
31,Entrepreneur,Senior High School,Divorced,Driver,Male,0.0,0.0,45.0,<=7jt
53,Entrepreneur,Master,Married,Executive Manager,Male,0.0,0.0,45.0,>7jt
35,Entrepreneur,Bachelor,Married,Specialist,Male,0.0,0.0,50.0,>7jt
58,Entrepreneur,Senior High School,Married,Driver,Male,0.0,0.0,60.0,<=7jt
23,Entrepreneur,Senior High School,Single,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
36,State Government,Associate Degree,Married,Other Services,Male,0.0,0.0,40.0,<=7jt
47,Non-Corporate Freelance,Associate Degree,Single,Farmer,Male,147280000.0,0.0,45.0,>7jt
56,Entrepreneur,Bachelor,Single,Specialist,Female,0.0,0.0,45.0,<=7jt
51,Entrepreneur,Senior High School,Widowed,Machinery Supervisor,Male,0.0,21896000.0,40.0,>7jt
43,Entrepreneur,Master,Single,Executive Manager,Female,0.0,0.0,45.0,<=7jt
26,Entrepreneur,Senior High School,Single,Sales,Male,0.0,0.0,40.0,<=7jt
28,Entrepreneur,Associate Degree,Single,Specialist,Female,65100000.0,0.0,40.0,<=7jt
43,Entrepreneur,Bachelor,Divorced,Tech Support,Male,0.0,0.0,40.0,<=7jt
82,Other,Senior High School,Widowed,Other Services,Male,0.0,0.0,20.0,<=7jt
36,Entrepreneur,Bachelor,Married,Handicraft Refinement,Male,0.0,0.0,35.0,<=7jt
43,Entrepreneur,Bachelor,Divorced,Executive Manager,Female,0.0,0.0,40.0,>7jt
34,Entrepreneur,Associate Degree,Single,Tech Support,Female,0.0,27636000.0,40.0,<=7jt
40,Country Government,Bachelor,Divorced,Religious Leader,Female,0.0,0.0,40.0,<=7jt
51,Entrepreneur,Senior High School,Married,Sales,Male,61404000.0,0.0,30.0,>7jt
28,Entrepreneur,Senior High School,Married,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
56,Entrepreneur,Elementary School,Married,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
64,Non-Corporate Freelance,Bachelor,Married,Religious Leader,Male,0.0,0.0,5.0,<=7jt
42,Entrepreneur,Senior High School,Single,Other Services,Male,0.0,0.0,40.0,<=7jt
46,State Government,Associate Degree,Married,Religious Leader,Male,0.0,0.0,40.0,>7jt
17,Entrepreneur,Senior High School,Single,Sales,Female,0.0,0.0,20.0,<=7jt
21,Entrepreneur,Senior High School,Married,Machinery Supervisor,Male,0.0,0.0,40.0,<=7jt
73,Entrepreneur,Senior High School,Widowed,Religious Leader,Female,0.0,0.0,20.0,<=7jt
36,Entrepreneur,Senior High School,Married,Executive Manager,Male,0.0,0.0,40.0,<=7jt
41,Local Government,Senior High School,Married,Driver,Male,0.0,0.0,40.0,<=7jt
31,Entrepreneur,Bachelor,Single,Specialist,Female,0.0,0.0,25.0,<=7jt
31,Entrepreneur,Senior High School,Married,Executive Manager,Male,0.0,0.0,54.0,<=7jt
42,Entrepreneur,Bachelor,Married,Other Services,Male,0.0,0.0,72.0,>7jt
17,Entrepreneur,Senior High School,Single,Other Services,Male,0.0,0.0,12.0,<=7jt
35,Entrepreneur,Senior High School,Single,Machinery Supervisor,Male,0.0,0.0,48.0,<=7jt
39,Entrepreneur,Senior High School,Married,Machinery Supervisor,Male,0.0,0.0,40.0,<=7jt
51,State Government,Master,Widowed,Sales,Male,0.0,0.0,50.0,>7jt
51,Local Government,Doctoral,Divorced,Specialist,Female,0.0,0.0,45.0,>7jt
50,Entrepreneur,Associate Degree,Married,Machinery Supervisor,Male,0.0,0.0,50.0,>7jt
27,Entrepreneur,Associate Degree,Single,Religious Leader,Female,0.0,0.0,35.0,<=7jt
37,Entrepreneur,Senior High School,Married,Handicraft Refinement,Male,0.0,0.0,51.0,<=7jt
36,Entrepreneur,Senior High School,Divorced,Cleaning Service,Male,0.0,0.0,40.0,<=7jt
61,Non-Corporate Freelance,Master,Married,Handicraft Refinement,Male,0.0,0.0,4.0,<=7jt
51,Entrepreneur,Bachelor,Married,Farmer,Male,0.0,0.0,40.0,<=7jt
34,Entrepreneur,Professional School,Married,Sales,Male,107632000.0,0.0,40.0,>7jt
37,Local Government,Bachelor,Married,Specialist,Female,0.0,0.0,30.0,>7jt
25,Entrepreneur,Senior High School,Single,Other Services,Male,0.0,0.0,24.0,<=7jt
30,Entrepreneur,Senior High School,Married,Sales,Male,0.0,0.0,40.0,<=7jt
34,Entrepreneur,Senior High School,Separated,Sales,Female,0.0,0.0,50.0,<=7jt
34,Non-Corporate Freelance,Doctoral,Married,Specialist,Male,0.0,0.0,32.0,>7jt
30,Entrepreneur,Senior High School,Married,Driver,Male,0.0,0.0,40.0,<=7jt
27,Entrepreneur,Senior High School,Married,Cleaning Service,Male,55188000.0,0.0,40.0,<=7jt
18,Other,Senior High School,Single,Other Services,Male,0.0,0.0,40.0,<=7jt
31,Entrepreneur,Bachelor,Single,Sales,Male,0.0,0.0,40.0,<=7jt
47,Entrepreneur,Bachelor,Married,Specialist,Male,0.0,0.0,60.0,>7jt
33,Entrepreneur,Associate Degree,Separated,Specialist,Male,0.0,0.0,40.0,<=7jt
36,Entrepreneur,Senior High School,Married,Machinery Supervisor,Male,0.0,0.0,40.0,<=7jt
28,Non-Corporate Freelance,Senior High School,Married,Executive Manager,Male,0.0,0.0,40.0,<=7jt
30,Entrepreneur,Senior High School,Separated,Other Services,Male,0.0,0.0,28.0,<=7jt
35,Entrepreneur,Senior High School,Married,Cleaning Service,Male,0.0,0.0,40.0,<=7jt
57,Entrepreneur,Associate Degree,Widowed,Religious Leader,Female,0.0,0.0,35.0,<=7jt
43,Entrepreneur,Senior High School,Married,Religious Leader,Male,0.0,0.0,40.0,>7jt
47,Local Government,Master,Divorced,Security,Male,0.0,0.0,50.0,>7jt
37,Entrepreneur,Professional School,Married,Executive Manager,Male,0.0,0.0,40.0,>7jt
53,Local Government,Bachelor,Divorced,Specialist,Female,0.0,0.0,57.0,<=7jt
20,Entrepreneur,Senior High School,Single,Religious Leader,Male,0.0,0.0,40.0,<=7jt
48,Entrepreneur,Senior High School,Divorced,Sales,Female,0.0,0.0,38.0,<=7jt
55,Entrepreneur,Associate Degree,Married,Specialist,Male,0.0,0.0,40.0,>7jt
33,Entrepreneur,Senior High School,Divorced,Driver,Male,0.0,0.0,45.0,<=7jt
49,Non-Corporate Freelance,Bachelor,Married,Specialist,Male,0.0,0.0,40.0,>7jt
23,Entrepreneur,Senior High School,Single,Tech Support,Female,0.0,0.0,40.0,<=7jt
46,Entrepreneur,Bachelor,Married,Handicraft Refinement,Male,0.0,0.0,45.0,>7jt
22,Entrepreneur,Bachelor,Single,Specialist,Female,0.0,0.0,40.0,<=7jt
56,Entrepreneur,Junior High School,Divorced,Sales,Female,0.0,0.0,40.0,<=7jt
77,Entrepreneur,Senior High School,Widowed,Handicraft Refinement,Female,0.0,0.0,5.0,<=7jt
22,Entrepreneur,Senior High School,Married,Sales,Male,0.0,24066000.0,40.0,<=7jt
39,Entrepreneur,Senior High School,Married,Executive Manager,Male,0.0,0.0,40.0,<=7jt
45,Non-Corporate Freelance,Senior High School,Married,Farmer,Male,0.0,0.0,70.0,<=7jt
45,Entrepreneur,Bachelor,Single,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
32,Entrepreneur,Bachelor,Married,Specialist,Male,0.0,0.0,40.0,>7jt
29,Country Government,Associate Degree,Single,Specialist,Male,0.0,0.0,40.0,>7jt
25,Entrepreneur,Bachelor,Single,Sales,Male,0.0,0.0,44.0,<=7jt
33,Entrepreneur,Bachelor,Married,Sales,Female,0.0,0.0,45.0,>7jt
60,Entrepreneur,Senior High School,Married,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
54,Entrepreneur,Senior High School,Married,Religious Leader,Male,0.0,0.0,40.0,>7jt
26,Entrepreneur,Associate Degree,Single,Other Services,Female,0.0,0.0,15.0,<=7jt
38,Entrepreneur,Senior High School,Divorced,Executive Manager,Male,0.0,0.0,50.0,<=7jt
44,Entrepreneur,Bachelor,Married,Executive Manager,Male,102172000.0,0.0,48.0,>7jt
54,Entrepreneur,Senior High School,Divorced,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
43,Entrepreneur,Senior High School,Single,Religious Leader,Female,0.0,0.0,40.0,<=7jt
51,State Government,Bachelor,Widowed,Specialist,Female,0.0,0.0,40.0,<=7jt
50,Entrepreneur,Senior High School,Divorced,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
44,Country Government,Bachelor,Separated,Specialist,Female,0.0,0.0,40.0,<=7jt
31,Entrepreneur,Associate Degree,Divorced,Executive Manager,Male,0.0,0.0,40.0,<=7jt
56,Entrepreneur,Bachelor,Married,Sales,Male,107632000.0,0.0,45.0,>7jt
39,Entrepreneur,Bachelor,Divorced,Executive Manager,Male,0.0,0.0,55.0,<=7jt
35,Entrepreneur,Senior High School,Married,Handicraft Refinement,Male,0.0,0.0,45.0,>7jt
17,Entrepreneur,Senior High School,Single,Machinery Supervisor,Male,0.0,0.0,40.0,<=7jt
64,State Government,Doctoral,Married,Specialist,Male,0.0,0.0,40.0,>7jt
43,Entrepreneur,Associate Degree,Divorced,Machinery Supervisor,Male,0.0,0.0,40.0,<=7jt
32,Entrepreneur,Bachelor,Married,Sales,Male,0.0,26418000.0,40.0,>7jt
40,Entrepreneur,Senior High School,Married,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
37,Entrepreneur,Junior High School,Married,Cleaning Service,Male,0.0,0.0,50.0,<=7jt
27,Entrepreneur,Junior High School,Single,Other Services,Male,0.0,0.0,35.0,<=7jt
43,Local Government,Master,Married,Executive Manager,Male,0.0,27678000.0,60.0,>7jt
38,Entrepreneur,Senior High School,Married,Cleaning Service,Male,39606000.0,0.0,30.0,<=7jt
20,Entrepreneur,Senior High School,Single,Other Services,Male,0.0,0.0,40.0,<=7jt
63,Entrepreneur,Senior High School,Married,Cleaning Service,Male,0.0,0.0,40.0,<=7jt
60,Entrepreneur,Master,Married,Driver,Male,0.0,0.0,10.0,<=7jt
32,Entrepreneur,Senior High School,Single,Sales,Female,0.0,23366000.0,45.0,<=7jt
27,Local Government,Bachelor,Married,Security,Male,0.0,0.0,45.0,>7jt
46,Non-Corporate Freelance,Professional School,Married,Executive Manager,Male,210336000.0,0.0,55.0,>7jt
